id,prompt,image_path,image_reward,clip,hps
1,"A majestic lion with a crown of stars, deep space background, nebulae, hyperrealistic, octane render",outputs/modified2/1.png,-1.4467061758041382,21.51253890991211,0.21923828125
2,"An ancient, moss-covered library hidden in a forest, shafts of light filtering through the canopy, fantasy, matte painting, detailed",outputs/modified2/2.png,-1.5947039127349854,25.050819396972656,0.2548828125
3,"Cyberpunk city street at night, neon signs reflecting on wet pavement, flying vehicles, Blade Runner aesthetic, cinematic lighting",outputs/modified2/3.png,0.3589537441730499,27.399810791015625,0.284423828125
4,"A tranquil Japanese garden with a koi pond and a red bridge, cherry blossoms in full bloom, watercolor style, peaceful",outputs/modified2/4.png,-0.1651424914598465,31.48723602294922,0.271240234375
5,"Portrait of a futuristic female astronaut, intricate details on the helmet visor showing a reflection of a distant galaxy, sci-fi, photorealistic",outputs/modified2/5.png,-0.12585486471652985,26.088159561157227,0.255615234375
6,"A giant, gentle robot tending to a small, glowing flower in a post-apocalyptic wasteland, emotional, concept art, by Simon Stalenhag",outputs/modified2/6.png,-0.447918176651001,34.48199462890625,0.2008056640625
7,"Underwater city of Atlantis, bioluminescent creatures swimming between grand, Grecian-style buildings, fantasy, epic scale, by James Gurney",outputs/modified2/7.png,0.9280325770378113,31.151565551757812,0.28125
8,"A cozy, cluttered artist's studio filled with canvases and sculptures, warm morning light, impressionistic style, by Monet",outputs/modified2/8.png,-1.1798491477966309,28.42441177368164,0.1744384765625
9,"Steampunk-inspired mechanical dragon breathing fire made of clockwork gears, intricate cogs and brass, detailed illustration",outputs/modified2/9.png,0.677884578704834,30.413639068603516,0.251220703125
10,"A lone wanderer in a vast, snowy mountain landscape, dramatic clouds, sense of scale, atmospheric, style of Caspar David Friedrich",outputs/modified2/10.png,-0.8935483694076538,25.277271270751953,0.1842041015625
11,"A crystal palace in the clouds, serene, volumetric lighting, fantasy, by James Gurney",outputs/modified2/11.png,-1.4419533014297485,28.634822845458984,0.18212890625
12,"A haunted mansion on a hill during a thunderstorm, gothic, atmospheric, style of Zdzislaw Beksinski",outputs/modified2/12.png,1.0337557792663574,25.45056915283203,0.26953125
13,"A group of adventurers around a campfire in a forgotten temple, shafts of light filtering through, concept art",outputs/modified2/13.png,1.2260993719100952,30.713003158569336,0.26220703125
14,"A secret agent in a tuxedo on a neon-lit street at night, cinematic lighting, photorealistic",outputs/modified2/14.png,1.4992235898971558,32.21343231201172,0.2418212890625
15,"A spaceship exploring a massive, colorful nebula, deep space, epic scale, 4K, octane render",outputs/modified2/15.png,-1.7229455709457397,20.74981117248535,0.2381591796875
16,"A serene alien landscape with two suns setting, sci-fi, matte painting, tranquil",outputs/modified2/16.png,0.031397782266139984,29.62339210510254,0.2347412109375
17,"A bustling medieval market with a knight in shining armor, detailed illustration, vibrant",outputs/modified2/17.png,-0.9611536860466003,29.247833251953125,0.2347412109375
18,"A sorceress casting a spell inside a crystal cave, bioluminescent creatures, fantasy, by Greg Rutkowski",outputs/modified2/18.png,1.4156160354614258,28.638452529907227,0.2578125
19,"A steampunk airship flying over a post-apocalyptic wasteland, detailed illustration, style of Simon Stalenhag",outputs/modified2/19.png,1.1296653747558594,26.402244567871094,0.275634765625
20,"A hidden waterfall in an enchanted forest, ethereal glow, watercolor style, peaceful",outputs/modified2/20.png,-0.04092025011777878,34.85556411743164,0.25244140625
21,"Portrait of a wise old wizard with a crown of stars, hyperrealistic, intricate details",outputs/modified2/21.png,1.6252455711364746,30.339723587036133,0.24462890625
22,"A tranquil Japanese garden during a solar eclipse, cherry blossoms, dramatic clouds, atmospheric",outputs/modified2/22.png,-1.4687074422836304,26.925457000732422,0.276611328125
23,"Cyberpunk city street with flying vehicles, Blade Runner aesthetic, unreal engine 5, by H.R. Giger",outputs/modified2/23.png,-0.5679303407669067,28.486522674560547,0.2498779296875
24,"An ancient, moss-covered library on a floating island, fantasy, matte painting, sense of scale",outputs/modified2/24.png,0.49912169575691223,34.028961181640625,0.264404296875
25,"A majestic lion in a vast, snowy mountain landscape, hyperrealistic, dramatic lighting",outputs/modified2/25.png,-1.3316240310668945,18.484922409057617,0.222900390625
26,"Underwater city of Atlantis during a storm, bioluminescent creatures, epic scale, by James Gurney",outputs/modified2/26.png,-0.12461955100297928,29.929637908935547,0.23095703125
27,"A giant, gentle robot walking through a field of glowing flowers, emotional, concept art",outputs/modified2/27.png,-1.0262937545776367,28.282039642333984,0.283935546875
28,"A pirate ship battling a kraken on a stormy sea, cinematic lighting, detailed illustration",outputs/modified2/28.png,0.016592277213931084,24.80133819580078,0.261962890625
29,"A futuristic astronaut discovering an alien artifact on a desert planet, sci-fi, photorealistic",outputs/modified2/29.png,0.15959839522838593,24.420955657958984,0.2314453125
30,"A cozy, cluttered artist's studio with a view of a floating island, warm morning light, impressionistic style",outputs/modified2/30.png,-0.2544879913330078,32.36392593383789,0.237548828125
31,"A mechanical dragon perched atop a gothic cathedral, intricate cogs and brass, steampunk, atmospheric",outputs/modified2/31.png,-1.330216646194458,29.007720947265625,0.23681640625
32,"A lone wanderer looking at a crystal palace in the clouds, sense of scale, fantasy, by Caspar David Friedrich",outputs/modified2/32.png,0.6697586178779602,30.549102783203125,0.2021484375
33,"A knight in shining armor battling a fire-breathing dragon, epic, detailed illustration, by Greg Rutkowski",outputs/modified2/33.png,0.6700543761253357,27.462080001831055,0.233642578125
34,"A serene alien landscape under a starry sky with three moons, tranquil, sci-fi, matte painting",outputs/modified2/34.png,0.5387171506881714,28.84754180908203,0.22607421875
35,"A sorceress in a white dress in a dark, haunted forest, ethereal glow, gothic, fantasy",outputs/modified2/35.png,1.425339698791504,30.19515609741211,0.247802734375
36,"Cyberpunk alleyway with noodle stands and neon signs, Blade Runner aesthetic, cinematic, octane render",outputs/modified2/36.png,0.9944519996643066,30.2893009185791,0.265380859375
37,"A spaceship fleet preparing for battle in front of a black hole, deep space, epic scale, 4K",outputs/modified2/37.png,-1.1162397861480713,20.63913917541504,0.1942138671875
38,"A hidden waterfall that flows upwards into the sky, surrealism, fantasy, detailed illustration",outputs/modified2/38.png,1.4072235822677612,31.5056209564209,0.2861328125
39,"Portrait of a steampunk inventor covered in grease and cogs, photorealistic, intricate details",outputs/modified2/39.png,1.2004554271697998,29.04924774169922,0.280517578125
40,"A tranquil Japanese garden with a red bridge, but in a post-apocalyptic, overgrown setting, concept art",outputs/modified2/40.png,1.3279504776000977,28.267139434814453,0.264892578125
41,"A giant, ancient turtle with a city on its back, fantasy, epic scale, by James Gurney",outputs/modified2/41.png,1.3694530725479126,32.447357177734375,0.27392578125
42,"A lone astronaut sitting on the edge of a crater on Mars, watching a blue sunset, sci-fi, atmospheric",outputs/modified2/42.png,-0.8804973363876343,26.70268440246582,0.2078857421875
43,"A bustling medieval city from an aerial view, detailed illustration, sense of scale",outputs/modified2/43.png,0.6839640736579895,30.6001033782959,0.2486572265625
44,"An underwater cave filled with glowing crystals and ancient ruins, bioluminescent, fantasy",outputs/modified2/44.png,-1.240378499031067,28.106721878051758,0.240234375
45,"A majestic phoenix rising from ashes, fire and embers, hyperrealistic, trending on ArtStation",outputs/modified2/45.png,-0.10820899903774261,24.312061309814453,0.227783203125
46,"A secret agent escaping on a motorcycle through a crowded Moroccan market, cinematic action shot",outputs/modified2/46.png,-0.7969577312469482,23.52389907836914,0.239013671875
47,"A floating island with a single, ancient tree whose leaves are made of gold, fantasy, matte painting",outputs/modified2/47.png,-1.4377005100250244,23.87069320678711,0.233642578125
48,"A dark fantasy knight with glowing red eyes, standing in a field of skulls, gothic, by Zdzislaw Beksinski",outputs/modified2/48.png,-1.1105594635009766,32.429534912109375,0.2362060546875
49,"A beautiful elven city built into the side of a mountain, fantasy, epic scale, detailed illustration",outputs/modified2/49.png,0.9529327750205994,28.76663589477539,0.252197265625
50,"A robot samurai dueling in a bamboo forest, sci-fi, cinematic lighting, detailed",outputs/modified2/50.png,0.580071747303009,27.69537925720215,0.272216796875
51,"An Art Nouveau portrait of a forest spirit, intricate filigree details, elegant, by Alphonse Mucha",outputs/modified2/51.png,-1.1029945611953735,28.849544525146484,0.2152099609375
52,"Brutalist architecture on a desolate alien planet, stark shadows, monolithic, sci-fi concept art",outputs/modified2/52.png,-0.20003284513950348,30.454343795776367,0.1802978515625
53,"A high-speed chase between two futuristic hovercrafts through a dense jungle, dynamic motion blur, cinematic",outputs/modified2/53.png,-0.5841535329818726,18.908626556396484,0.201171875
54,"Pixel art of a cozy campfire scene in a snowy forest, 16-bit, retro gaming aesthetic, warm glow",outputs/modified2/54.png,-0.6592749953269958,31.292295455932617,0.2275390625
55,"Ukiyo-e style depiction of a samurai facing a mythical Oni demon, traditional Japanese woodblock print, by Hokusai",outputs/modified2/55.png,-0.9853971004486084,29.764057159423828,0.2080078125
56,"A colossal statue half-buried in a sand dune, desert landscape, sense of forgotten history, style of Syd Mead",outputs/modified2/56.png,-2.247615337371826,30.570480346679688,0.2125244140625
57,"A bioluminescent mushroom forest at night, glowing spores, fantasy, ethereal, trending on ArtStation",outputs/modified2/57.png,-0.24038566648960114,26.412750244140625,0.260986328125
58,"A 1920s New Orleans jazz club, smoky atmosphere, vibrant, realistic, characters in period clothing",outputs/modified2/58.png,0.5882011651992798,27.368677139282227,0.2607421875
59,"A feeling of loneliness, depicted as a single lighthouse against a stormy sea, atmospheric, oil painting",outputs/modified2/59.png,0.7371780276298523,31.419313430786133,0.26708984375
60,"A detailed cross-section of a futuristic city, showing layers of traffic and architecture, technical illustration",outputs/modified2/60.png,0.4295197129249573,28.269201278686523,0.229736328125
61,"A glass-blown sculpture of a dragon, translucent, intricate details, studio lighting, photorealistic",outputs/modified2/61.png,1.175446629524231,22.332876205444336,0.2255859375
62,"A minimalist black and white photograph of a single, twisted tree in a field of fog, high contrast",outputs/modified2/62.png,-2.2796690464019775,21.624807357788086,0.22607421875
63,"A battle between a giant robot and a kaiju in a burning city, epic scale, cinematic, style of Pacific Rim",outputs/modified2/63.png,1.6952913999557495,28.78424835205078,0.33056640625
64,"A lush, overgrown greenhouse filled with exotic, glowing plants, fantasy, peaceful, detailed",outputs/modified2/64.png,0.10181581974029541,28.707233428955078,0.283935546875
65,"A surrealist painting of a clock melting over a floating island, style of Salvador Dali",outputs/modified2/65.png,1.1943058967590332,33.441165924072266,0.2271728515625
66,"A Viking longship sailing through a fjord, dramatic mountains, atmospheric, matte painting",outputs/modified2/66.png,0.8405293822288513,34.403099060058594,0.294921875
67,"An elegant ballroom scene in a vampire's castle, gothic architecture, characters in Victorian dress, cinematic lighting",outputs/modified2/67.png,-0.6320196390151978,32.20734405517578,0.1719970703125
68,"A close-up portrait of a tribal warrior with intricate face paint, hyperrealistic, powerful expression",outputs/modified2/68.png,0.816623866558075,31.132352828979492,0.3056640625
69,"A city made of crystal and light, built by an advanced civilization, sci-fi, fantasy, glowing",outputs/modified2/69.png,1.418570637702942,29.64533233642578,0.291259765625
70,"A lone cyberpunk detective standing in the rain, looking at a holographic advertisement, noir aesthetic",outputs/modified2/70.png,1.5112977027893066,27.768234252929688,0.265625
71,"An abstract explosion of color and shapes, representing a burst of creativity, digital art, vibrant",outputs/modified2/71.png,0.14577148854732513,24.968265533447266,0.242919921875
72,"A peaceful scene of a monk meditating in a temple high in the Himalayas, serene, atmospheric",outputs/modified2/72.png,1.4231992959976196,27.31279754638672,0.233642578125
73,"A steampunk inventor's workshop, cluttered with strange gadgets and blueprints, warm, detailed illustration",outputs/modified2/73.png,0.5367228984832764,31.171178817749023,0.250732421875
74,"A photorealistic image of an astronaut planting a flag on a planet with a purple sky, sci-fi",outputs/modified2/74.png,0.1871749758720398,30.285490036010742,0.270263671875
75,"A whimsical watercolor painting of animals having a tea party in a forest, children's book illustration style",outputs/modified2/75.png,1.4908086061477661,36.21921157836914,0.249755859375
76,"A massive, ancient library where the bookshelves stretch into the sky, sense of infinite knowledge, fantasy",outputs/modified2/76.png,0.0012398365652188659,26.03994369506836,0.259033203125
77,"A dynamic action shot of a superhero landing in a city street, causing the ground to crack, comic book style",outputs/modified2/77.png,1.6682500839233398,27.30478286743164,0.3203125
78,"A tranquil scene of rice paddies in Vietnam at sunrise, god rays, atmospheric, photorealistic",outputs/modified2/78.png,1.429902195930481,31.125614166259766,0.3017578125
79,"A dark fantasy landscape with twisted trees and a blood-red moon, horror, style of Dark Souls",outputs/modified2/79.png,1.62881338596344,31.053075790405273,0.306396484375
80,"A beautiful portrait of a woman made entirely of flowers and leaves, surreal, intricate, art nouveau",outputs/modified2/80.png,1.9535107612609863,30.992862701416016,0.342041015625
81,"A futuristic racing circuit in the clouds, sleek vehicles, high speed, concept art, style of F-Zero",outputs/modified2/81.png,1.4432348012924194,35.33935546875,0.2347412109375
82,"A medieval alchemist's laboratory, glowing potions, mysterious symbols, detailed, fantasy",outputs/modified2/82.png,-1.9816533327102661,32.06837844848633,0.1583251953125
83,"A giant, friendly creature made of moss and stone, helping a small child, emotional, concept art",outputs/modified2/83.png,0.35125261545181274,34.14435577392578,0.255126953125
84,"A noir detective office, 1940s style, light streaming through blinds, high contrast, black and white",outputs/modified2/84.png,-0.28955399990081787,26.477474212646484,0.244384765625
85,"An epic fantasy battle with thousands of soldiers, aerial view, sense of scale, detailed illustration",outputs/modified2/85.png,0.017728431150317192,26.57623291015625,0.2384033203125
86,"A serene underwater scene with a coral reef and colorful fish, photorealistic, vibrant",outputs/modified2/86.png,0.34189853072166443,30.306875228881836,0.31396484375
87,"A portrait of a king and queen from a lost civilization, wearing intricate golden armor, fantasy",outputs/modified2/87.png,-0.16599394381046295,32.39005661010742,0.256591796875
88,"A post-apocalyptic survivor scavenging in a ruined supermarket, atmospheric, style of The Last of Us",outputs/modified2/88.png,-0.8535853028297424,27.326702117919922,0.283447265625
89,"A beautiful landscape painting of the English countryside, style of Thomas Kinkade, peaceful, warm light",outputs/modified2/89.png,0.6936920881271362,28.100168228149414,0.30517578125
90,"A spaceship graveyard in deep space, derelict ships, eerie, sci-fi, concept art",outputs/modified2/90.png,0.031933266669511795,29.515188217163086,0.236083984375
91,"A close-up of a dragon's eye, reflecting a fiery landscape, hyperrealistic, detailed",outputs/modified2/91.png,-1.1852588653564453,30.02280616760254,0.205322265625
92,"A city street scene in 1950s New York, classic cars, characters in period dress, photorealistic",outputs/modified2/92.png,-0.49978798627853394,30.46758460998535,0.2178955078125
93,"A magical portal opening in the middle of a forest, glowing with cosmic energy, fantasy",outputs/modified2/93.png,1.4995992183685303,29.762691497802734,0.283935546875
